

================================================================================
********************************************************************************
The local date and time is: Fri Apr 12 10:28:52 2019
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Minimum Conflict Algorithm Detail
Trials	Time	Iteration	Max steps	TOTAL STEPS	Suucess/Fail
11	5	3	8192	1000000	SUCCESS
12	6	3	8192	1000000	SUCCESS
13	5	3	8192	1000000	SUCCESS
14	5	3	8192	1000000	SUCCESS
15	5	3	8192	1000000	SUCCESS
16	5	3	8192	1000000	SUCCESS
17	5	3	8192	1000000	SUCCESS
18	5	3	8192	1000000	SUCCESS
19	6	3	8192	1000000	SUCCESS
20	5	3	8192	1000000	SUCCESS
21	5	3	8192	1000000	SUCCESS
22	5	3	8192	1000000	SUCCESS
23	5	3	8192	1000000	SUCCESS
24	5	3	8192	1000000	SUCCESS
25	5	3	8192	1000000	SUCCESS
26	6	3	8192	1000000	SUCCESS
27	5	3	8192	1000000	SUCCESS
28	5	3	8192	1000000	SUCCESS
29	5	3	8192	1000000	SUCCESS
30	5	3	8192	1000000	SUCCESS
31	5	3	8192	1000000	SUCCESS
32	5	3	8192	1000000	SUCCESS
33	6	3	8192	1000000	SUCCESS
34	5	3	8192	1000000	SUCCESS
35	5	3	8192	1000000	SUCCESS
36	6	3	8192	1000000	SUCCESS
37	5	3	8192	1000000	SUCCESS
38	5	3	8192	1000000	SUCCESS
39	5	3	8192	1000000	SUCCESS
40	6	3	8192	1000000	SUCCESS
41	5	3	8192	1000000	SUCCESS
42	5	3	8192	1000000	SUCCESS
43	5	3	8192	1000000	SUCCESS
44	5	3	8192	1000000	SUCCESS
45	5	3	8192	1000000	SUCCESS
46	5	3	8192	1000000	SUCCESS
47	6	3	8192	1000000	SUCCESS
48	5	3	8192	1000000	SUCCESS
49	5	3	8192	1000000	SUCCESS
50	5	3	8192	1000000	SUCCESS
1	5	3	16384	1000000	SUCCESS
2	5	3	16384	1000000	SUCCESS
3	5	3	16384	1000000	SUCCESS
4	5	3	16384	1000000	SUCCESS
5	6	3	16384	1000000	SUCCESS
6	5	3	16384	1000000	SUCCESS
7	5	3	16384	1000000	SUCCESS
8	5	3	16384	1000000	SUCCESS
9	5	3	16384	1000000	SUCCESS
10	5	3	16384	1000000	SUCCESS
11	5	3	16384	1000000	SUCCESS
12	6	3	16384	1000000	SUCCESS
13	5	3	16384	1000000	SUCCESS
14	5	3	16384	1000000	SUCCESS
15	6	3	16384	1000000	SUCCESS
16	5	3	16384	1000000	SUCCESS
17	5	3	16384	1000000	SUCCESS
18	5	3	16384	1000000	SUCCESS
19	5	3	16384	1000000	SUCCESS
20	5	3	16384	1000000	SUCCESS
21	5	3	16384	1000000	SUCCESS
22	6	3	16384	1000000	SUCCESS
23	5	3	16384	1000000	SUCCESS
24	5	3	16384	1000000	SUCCESS
25	5	3	16384	1000000	SUCCESS
26	6	3	16384	1000000	SUCCESS
27	5	3	16384	1000000	SUCCESS
28	5	3	16384	1000000	SUCCESS
29	5	3	16384	1000000	SUCCESS
30	5	3	16384	1000000	SUCCESS
31	6	3	16384	1000000	SUCCESS
32	5	3	16384	1000000	SUCCESS
33	5	3	16384	1000000	SUCCESS
34	6	3	16384	1000000	SUCCESS
35	5	3	16384	1000000	SUCCESS
36	5	3	16384	1000000	SUCCESS
37	5	3	16384	1000000	SUCCESS
38	6	3	16384	1000000	SUCCESS
39	5	3	16384	1000000	SUCCESS
40	5	3	16384	1000000	SUCCESS
41	6	3	16384	1000000	SUCCESS
42	5	3	16384	1000000	SUCCESS
43	5	3	16384	1000000	SUCCESS
44	5	3	16384	1000000	SUCCESS
45	5	3	16384	1000000	SUCCESS
46	5	3	16384	1000000	SUCCESS
47	5	3	16384	1000000	SUCCESS
48	6	3	16384	1000000	SUCCESS
49	5	3	16384	1000000	SUCCESS
50	5	3	16384	1000000	SUCCESS
1	5	3	32768	1000000	SUCCESS
2	5	3	32768	1000000	SUCCESS
3	5	3	32768	1000000	SUCCESS
4	5	3	32768	1000000	SUCCESS
5	5	3	32768	1000000	SUCCESS
6	6	3	32768	1000000	SUCCESS
7	5	3	32768	1000000	SUCCESS
8	5	3	32768	1000000	SUCCESS
9	5	3	32768	1000000	SUCCESS
10	6	3	32768	1000000	SUCCESS
11	5	3	32768	1000000	SUCCESS
12	5	3	32768	1000000	SUCCESS
13	6	3	32768	1000000	SUCCESS
14	5	3	32768	1000000	SUCCESS
15	5	3	32768	1000000	SUCCESS
16	5	3	32768	1000000	SUCCESS
17	6	3	32768	1000000	SUCCESS
18	5	3	32768	1000000	SUCCESS
19	5	3	32768	1000000	SUCCESS
20	6	3	32768	1000000	SUCCESS
21	5	3	32768	1000000	SUCCESS
22	5	3	32768	1000000	SUCCESS
23	5	3	32768	1000000	SUCCESS
24	6	3	32768	1000000	SUCCESS
25	5	3	32768	1000000	SUCCESS
26	5	3	32768	1000000	SUCCESS
27	5	3	32768	1000000	SUCCESS
28	5	3	32768	1000000	SUCCESS
29	5	3	32768	1000000	SUCCESS
30	5	3	32768	1000000	SUCCESS
31	6	3	32768	1000000	SUCCESS
32	5	3	32768	1000000	SUCCESS
33	5	3	32768	1000000	SUCCESS
34	5	3	32768	1000000	SUCCESS
35	6	3	32768	1000000	SUCCESS
36	5	3	32768	1000000	SUCCESS
37	5	3	32768	1000000	SUCCESS
38	5	3	32768	1000000	SUCCESS
39	5	3	32768	1000000	SUCCESS
40	5	3	32768	1000000	SUCCESS
41	5	3	32768	1000000	SUCCESS
42	6	3	32768	1000000	SUCCESS
43	5	3	32768	1000000	SUCCESS
44	5	3	32768	1000000	SUCCESS
45	5	3	32768	1000000	SUCCESS
46	6	3	32768	1000000	SUCCESS
47	5	3	32768	1000000	SUCCESS
48	5	3	32768	1000000	SUCCESS
49	6	3	32768	1000000	SUCCESS
50	5	3	32768	1000000	SUCCESS
1	5	3	65536	1000000	SUCCESS
2	5	3	65536	1000000	SUCCESS
3	5	3	65536	1000000	SUCCESS
4	5	3	65536	1000000	SUCCESS
5	5	3	65536	1000000	SUCCESS
6	5	3	65536	1000000	SUCCESS
7	5	3	65536	1000000	SUCCESS
8	5	3	65536	1000000	SUCCESS
9	5	3	65536	1000000	SUCCESS
10	5	3	65536	1000000	SUCCESS
11	6	3	65536	1000000	SUCCESS
12	5	3	65536	1000000	SUCCESS
13	5	3	65536	1000000	SUCCESS
14	6	3	65536	1000000	SUCCESS
15	5	3	65536	1000000	SUCCESS
16	5	3	65536	1000000	SUCCESS
17	5	3	65536	1000000	SUCCESS
18	6	3	65536	1000000	SUCCESS
19	5	3	65536	1000000	SUCCESS
20	5	3	65536	1000000	SUCCESS
21	6	3	65536	1000000	SUCCESS
22	5	3	65536	1000000	SUCCESS
23	5	3	65536	1000000	SUCCESS
24	5	3	65536	1000000	SUCCESS
25	6	3	65536	1000000	SUCCESS
26	5	3	65536	1000000	SUCCESS
27	5	3	65536	1000000	SUCCESS
28	6	3	65536	1000000	SUCCESS
29	5	3	65536	1000000	SUCCESS
30	5	3	65536	1000000	SUCCESS
31	5	3	65536	1000000	SUCCESS
32	6	3	65536	1000000	SUCCESS
33	5	3	65536	1000000	SUCCESS
34	5	3	65536	1000000	SUCCESS
35	5	3	65536	1000000	SUCCESS
36	6	3	65536	1000000	SUCCESS
37	5	3	65536	1000000	SUCCESS
38	5	3	65536	1000000	SUCCESS
39	5	3	65536	1000000	SUCCESS
40	6	3	65536	1000000	SUCCESS
41	5	3	65536	1000000	SUCCESS
42	5	3	65536	1000000	SUCCESS
43	6	3	65536	1000000	SUCCESS
44	5	3	65536	1000000	SUCCESS
45	5	3	65536	1000000	SUCCESS
46	5	3	65536	1000000	SUCCESS
47	5	3	65536	1000000	SUCCESS
48	5	3	65536	1000000	SUCCESS
49	5	3	65536	1000000	SUCCESS
50	6	3	65536	1000000	SUCCESS
1	6	3	131072	1000000	SUCCESS
2	5	3	131072	1000000	SUCCESS
3	5	3	131072	1000000	SUCCESS
4	6	3	131072	1000000	SUCCESS
5	5	3	131072	1000000	SUCCESS
6	5	3	131072	1000000	SUCCESS
7	6	3	131072	1000000	SUCCESS
8	5	3	131072	1000000	SUCCESS
9	5	3	131072	1000000	SUCCESS
10	5	3	131072	1000000	SUCCESS
11	6	3	131072	1000000	SUCCESS
12	5	3	131072	1000000	SUCCESS
13	5	3	131072	1000000	SUCCESS
14	6	3	131072	1000000	SUCCESS
15	5	3	131072	1000000	SUCCESS
16	5	3	131072	1000000	SUCCESS
17	7	3	131072	1000000	SUCCESS
18	6	3	131072	1000000	SUCCESS
19	5	3	131072	1000000	SUCCESS
20	5	3	131072	1000000	SUCCESS
21	5	3	131072	1000000	SUCCESS
22	6	3	131072	1000000	SUCCESS
23	5	3	131072	1000000	SUCCESS
24	5	3	131072	1000000	SUCCESS
25	6	3	131072	1000000	SUCCESS
26	5	3	131072	1000000	SUCCESS
27	5	3	131072	1000000	SUCCESS
28	5	3	131072	1000000	SUCCESS
29	6	3	131072	1000000	SUCCESS
30	5	3	131072	1000000	SUCCESS
31	5	3	131072	1000000	SUCCESS
32	6	3	131072	1000000	SUCCESS
33	5	3	131072	1000000	SUCCESS
34	5	3	131072	1000000	SUCCESS
35	5	3	131072	1000000	SUCCESS
36	6	3	131072	1000000	SUCCESS
37	5	3	131072	1000000	SUCCESS
38	5	3	131072	1000000	SUCCESS
39	5	3	131072	1000000	SUCCESS
40	5	3	131072	1000000	SUCCESS
41	5	3	131072	1000000	SUCCESS
42	5	3	131072	1000000	SUCCESS
43	6	3	131072	1000000	SUCCESS
44	5	3	131072	1000000	SUCCESS
45	5	3	131072	1000000	SUCCESS
46	5	3	131072	1000000	SUCCESS
47	5	3	131072	1000000	SUCCESS
48	5	3	131072	1000000	SUCCESS
49	5	3	131072	1000000	SUCCESS
50	6	3	131072	1000000	SUCCESS
1	6	3	262144	1000000	SUCCESS
2	5	3	262144	1000000	SUCCESS
3	5	3	262144	1000000	SUCCESS
4	5	3	262144	1000000	SUCCESS
5	6	3	262144	1000000	SUCCESS
6	5	3	262144	1000000	SUCCESS
7	5	3	262144	1000000	SUCCESS
8	6	3	262144	1000000	SUCCESS
9	5	3	262144	1000000	SUCCESS
10	5	3	262144	1000000	SUCCESS
11	5	3	262144	1000000	SUCCESS
12	6	3	262144	1000000	SUCCESS
13	5	3	262144	1000000	SUCCESS
14	5	3	262144	1000000	SUCCESS
15	5	3	262144	1000000	SUCCESS
16	5	3	262144	1000000	SUCCESS
17	5	3	262144	1000000	SUCCESS
18	5	3	262144	1000000	SUCCESS
19	6	3	262144	1000000	SUCCESS
20	5	3	262144	1000000	SUCCESS
21	5	3	262144	1000000	SUCCESS
22	5	3	262144	1000000	SUCCESS
23	5	3	262144	1000000	SUCCESS
24	5	3	262144	1000000	SUCCESS
25	5	3	262144	1000000	SUCCESS
26	6	3	262144	1000000	SUCCESS
27	5	3	262144	1000000	SUCCESS
28	5	3	262144	1000000	SUCCESS
29	5	3	262144	1000000	SUCCESS
30	6	3	262144	1000000	SUCCESS
31	5	3	262144	1000000	SUCCESS
32	5	3	262144	1000000	SUCCESS
33	5	3	262144	1000000	SUCCESS
34	5	3	262144	1000000	SUCCESS
35	5	3	262144	1000000	SUCCESS
36	5	3	262144	1000000	SUCCESS
37	6	3	262144	1000000	SUCCESS
38	5	3	262144	1000000	SUCCESS
39	5	3	262144	1000000	SUCCESS
40	5	3	262144	1000000	SUCCESS
41	5	3	262144	1000000	SUCCESS
42	5	3	262144	1000000	SUCCESS
43	5	3	262144	1000000	SUCCESS
44	6	3	262144	1000000	SUCCESS
45	5	3	262144	1000000	SUCCESS
46	5	3	262144	1000000	SUCCESS
47	5	3	262144	1000000	SUCCESS
48	6	3	262144	1000000	SUCCESS
49	5	3	262144	1000000	SUCCESS
50	5	3	262144	1000000	SUCCESS
1	5	3	524288	1000000	SUCCESS
2	5	3	524288	1000000	SUCCESS
3	5	3	524288	1000000	SUCCESS
4	5	3	524288	1000000	SUCCESS
5	5	3	524288	1000000	SUCCESS
6	6	3	524288	1000000	SUCCESS
7	5	3	524288	1000000	SUCCESS
8	5	3	524288	1000000	SUCCESS
9	6	3	524288	1000000	SUCCESS
10	5	3	524288	1000000	SUCCESS
11	5	3	524288	1000000	SUCCESS
12	5	3	524288	1000000	SUCCESS
13	6	3	524288	1000000	SUCCESS
14	5	3	524288	1000000	SUCCESS
15	5	3	524288	1000000	SUCCESS
16	5	3	524288	1000000	SUCCESS
17	5	3	524288	1000000	SUCCESS
18	5	3	524288	1000000	SUCCESS
19	5	3	524288	1000000	SUCCESS
20	5	3	524288	1000000	SUCCESS
21	5	3	524288	1000000	SUCCESS
22	5	3	524288	1000000	SUCCESS
23	5	3	524288	1000000	SUCCESS
24	6	3	524288	1000000	SUCCESS
25	5	3	524288	1000000	SUCCESS
26	5	3	524288	1000000	SUCCESS
27	5	3	524288	1000000	SUCCESS
28	5	3	524288	1000000	SUCCESS
29	5	3	524288	1000000	SUCCESS
30	5	3	524288	1000000	SUCCESS
31	6	3	524288	1000000	SUCCESS
32	5	3	524288	1000000	SUCCESS
33	5	3	524288	1000000	SUCCESS
34	5	3	524288	1000000	SUCCESS
35	6	3	524288	1000000	SUCCESS
36	5	3	524288	1000000	SUCCESS
37	5	3	524288	1000000	SUCCESS
38	6	3	524288	1000000	SUCCESS
39	5	3	524288	1000000	SUCCESS
40	5	3	524288	1000000	SUCCESS
41	6	3	524288	1000000	SUCCESS
42	5	3	524288	1000000	SUCCESS
43	5	3	524288	1000000	SUCCESS
44	5	3	524288	1000000	SUCCESS
45	6	3	524288	1000000	SUCCESS
46	5	3	524288	1000000	SUCCESS
47	5	3	524288	1000000	SUCCESS
48	6	3	524288	1000000	SUCCESS
49	5	3	524288	1000000	SUCCESS
50	5	3	524288	1000000	SUCCESS
1	5	3	1048576	1000000	SUCCESS
2	5	3	1048576	1000000	SUCCESS
3	5	3	1048576	1000000	SUCCESS
4	6	3	1048576	1000000	SUCCESS
5	5	3	1048576	1000000	SUCCESS
6	5	3	1048576	1000000	SUCCESS
7	6	3	1048576	1000000	SUCCESS
8	5	3	1048576	1000000	SUCCESS
9	5	3	1048576	1000000	SUCCESS
10	5	3	1048576	1000000	SUCCESS
11	6	3	1048576	1000000	SUCCESS
12	5	3	1048576	1000000	SUCCESS
13	5	3	1048576	1000000	SUCCESS
14	6	3	1048576	1000000	SUCCESS
15	5	3	1048576	1000000	SUCCESS
16	5	3	1048576	1000000	SUCCESS
17	5	3	1048576	1000000	SUCCESS
18	5	3	1048576	1000000	SUCCESS
19	5	3	1048576	1000000	SUCCESS
20	5	3	1048576	1000000	SUCCESS
21	6	3	1048576	1000000	SUCCESS
22	5	3	1048576	1000000	SUCCESS
23	5	3	1048576	1000000	SUCCESS
24	5	3	1048576	1000000	SUCCESS
25	6	3	1048576	1000000	SUCCESS
26	5	3	1048576	1000000	SUCCESS
27	5	3	1048576	1000000	SUCCESS
28	5	3	1048576	1000000	SUCCESS
29	5	3	1048576	1000000	SUCCESS
30	5	3	1048576	1000000	SUCCESS
31	5	3	1048576	1000000	SUCCESS
32	6	3	1048576	1000000	SUCCESS
33	5	3	1048576	1000000	SUCCESS
34	5	3	1048576	1000000	SUCCESS
35	6	3	1048576	1000000	SUCCESS
36	5	3	1048576	1000000	SUCCESS
37	5	3	1048576	1000000	SUCCESS
38	5	3	1048576	1000000	SUCCESS
39	6	3	1048576	1000000	SUCCESS
40	5	3	1048576	1000000	SUCCESS
41	5	3	1048576	1000000	SUCCESS
42	6	3	1048576	1000000	SUCCESS
43	5	3	1048576	1000000	SUCCESS
44	5	3	1048576	1000000	SUCCESS
45	5	3	1048576	1000000	SUCCESS
46	6	3	1048576	1000000	SUCCESS
47	5	3	1048576	1000000	SUCCESS
48	5	3	1048576	1000000	SUCCESS
49	5	3	1048576	1000000	SUCCESS
50	5	3	1048576	1000000	SUCCESS
1	6974278	2663952	1000	1000000	SUCCESS
2	1999980	583209	1000	1000000	SUCCESS
3	4999996	1974807	1000	1000000	SUCCESS
4	6999982	2741076	1000	1000000	SUCCESS
5	7001914	3406405	1000	1000000	SUCCESS
6	1	1	1000	1000000	SUCCESS
7	1	1	1000	1000000	SUCCESS
8	2	1	1000	1000000	SUCCESS
9	1	1	1000	1000000	SUCCESS
10	1	1	1000	1000000	SUCCESS
11	2	1	1000	1000000	SUCCESS
12	1	1	1000	1000000	SUCCESS
13	1	1	1000	1000000	SUCCESS
14	2	1	1000	1000000	SUCCESS
15	1	1	1000	1000000	SUCCESS
16	1	1	1000	1000000	SUCCESS
17	2	1	1000	1000000	SUCCESS
18	1	1	1000	1000000	SUCCESS
19	1	1	1000	1000000	SUCCESS
20	2	1	1000	1000000	SUCCESS
21	1	1	1000	1000000	SUCCESS
22	1	1	1000	1000000	SUCCESS
23	1	1	1000	1000000	SUCCESS
24	1	1	1000	1000000	SUCCESS
25	2	1	1000	1000000	SUCCESS
26	1	1	1000	1000000	SUCCESS
27	1	1	1000	1000000	SUCCESS
28	2	1	1000	1000000	SUCCESS
29	1	1	1000	1000000	SUCCESS
30	2	1	1000	1000000	SUCCESS
31	2	1	1000	1000000	SUCCESS
32	1	1	1000	1000000	SUCCESS
33	2	1	1000	1000000	SUCCESS
34	1	1	1000	1000000	SUCCESS
35	1	1	1000	1000000	SUCCESS
36	2	1	1000	1000000	SUCCESS
37	1	1	1000	1000000	SUCCESS
38	1	1	1000	1000000	SUCCESS
39	1	1	1000	1000000	SUCCESS
40	1	1	1000	1000000	SUCCESS
41	2	1	1000	1000000	SUCCESS
42	1	1	1000	1000000	SUCCESS
43	1	1	1000	1000000	SUCCESS
44	2	1	1000	1000000	SUCCESS
45	1	1	1000	1000000	SUCCESS
46	1	1	1000	1000000	SUCCESS
47	2	1	1000	1000000	SUCCESS
48	1	1	1000	1000000	SUCCESS
49	1	1	1000	1000000	SUCCESS
50	2	1	1000	1000000	SUCCESS
1	1	1	1	1000000	SUCCESS
2	1	1	1	1000000	SUCCESS
3	2	1	1	1000000	SUCCESS
4	1	1	1	1000000	SUCCESS
5	1	1	1	1000000	SUCCESS
6	1	1	1	1000000	SUCCESS
7	1	1	1	1000000	SUCCESS
8	1	1	1	1000000	SUCCESS
9	2	1	1	1000000	SUCCESS
10	1	1	1	1000000	SUCCESS
11	1	1	1	1000000	SUCCESS
12	2	1	1	1000000	SUCCESS
13	1	1	1	1000000	SUCCESS
14	1	1	1	1000000	SUCCESS
15	2	1	1	1000000	SUCCESS
16	1	1	1	1000000	SUCCESS
17	1	1	1	1000000	SUCCESS
18	2	1	1	1000000	SUCCESS
19	1	1	1	1000000	SUCCESS
20	2	1	1	1000000	SUCCESS
21	1	1	1	1000000	SUCCESS
22	2	1	1	1000000	SUCCESS
23	2	1	1	1000000	SUCCESS
24	1	1	1	1000000	SUCCESS
25	1	1	1	1000000	SUCCESS
26	1	1	1	1000000	SUCCESS
27	1	1	1	1000000	SUCCESS
28	1	1	1	1000000	SUCCESS
29	1	1	1	1000000	SUCCESS
30	1	1	1	1000000	SUCCESS
31	1	1	1	1000000	SUCCESS
32	1	1	1	1000000	SUCCESS
33	1	1	1	1000000	SUCCESS
34	2	1	1	1000000	SUCCESS
35	1	1	1	1000000	SUCCESS
36	1	1	1	1000000	SUCCESS
37	2	1	1	1000000	SUCCESS
38	1	1	1	1000000	SUCCESS
39	1	1	1	1000000	SUCCESS
40	2	1	1	1000000	SUCCESS
41	1	1	1	1000000	SUCCESS
42	1	1	1	1000000	SUCCESS
43	1	1	1	1000000	SUCCESS
44	1	1	1	1000000	SUCCESS
45	1	1	1	1000000	SUCCESS
46	2	1	1	1000000	SUCCESS
47	1	1	1	1000000	SUCCESS
48	2	1	1	1000000	SUCCESS
49	1	1	1	1000000	SUCCESS
50	1	1	1	1000000	SUCCESS
1	1	1	2	1000000	SUCCESS
2	1	1	2	1000000	SUCCESS
3	2	1	2	1000000	SUCCESS
4	1	1	2	1000000	SUCCESS
5	1	1	2	1000000	SUCCESS
6	2	1	2	1000000	SUCCESS
7	1	1	2	1000000	SUCCESS
8	1	1	2	1000000	SUCCESS
9	2	1	2	1000000	SUCCESS
10	1	1	2	1000000	SUCCESS
11	1	1	2	1000000	SUCCESS
12	2	1	2	1000000	SUCCESS
13	1	1	2	1000000	SUCCESS
14	1	1	2	1000000	SUCCESS
15	2	1	2	1000000	SUCCESS
16	1	1	2	1000000	SUCCESS
17	1	1	2	1000000	SUCCESS
18	2	1	2	1000000	SUCCESS
19	1	1	2	1000000	SUCCESS
20	1	1	2	1000000	SUCCESS
21	1	1	2	1000000	SUCCESS
22	1	1	2	1000000	SUCCESS
23	2	1	2	1000000	SUCCESS
24	1	1	2	1000000	SUCCESS
25	1	1	2	1000000	SUCCESS
26	2	1	2	1000000	SUCCESS
27	1	1	2	1000000	SUCCESS
28	1	1	2	1000000	SUCCESS
29	2	1	2	1000000	SUCCESS
30	1	1	2	1000000	SUCCESS
31	1	1	2	1000000	SUCCESS
32	1	1	2	1000000	SUCCESS
33	1	1	2	1000000	SUCCESS
34	1	1	2	1000000	SUCCESS
35	1	1	2	1000000	SUCCESS
36	2	1	2	1000000	SUCCESS
37	1	1	2	1000000	SUCCESS
38	1	1	2	1000000	SUCCESS
39	2	1	2	1000000	SUCCESS
40	1	1	2	1000000	SUCCESS
41	1	1	2	1000000	SUCCESS
42	1	1	2	1000000	SUCCESS
43	1	1	2	1000000	SUCCESS
44	1	1	2	1000000	SUCCESS
45	1	1	2	1000000	SUCCESS
46	1	1	2	1000000	SUCCESS
47	2	1	2	1000000	SUCCESS
48	1	1	2	1000000	SUCCESS
49	1	1	2	1000000	SUCCESS
50	2	1	2	1000000	SUCCESS
1	1	1	4	1000000	SUCCESS
2	2	1	4	1000000	SUCCESS
3	1	1	4	1000000	SUCCESS
4	2	1	4	1000000	SUCCESS
5	1	1	4	1000000	SUCCESS
6	1	1	4	1000000	SUCCESS
7	2	1	4	1000000	SUCCESS
8	1	1	4	1000000	SUCCESS
9	1	1	4	1000000	SUCCESS
10	2	1	4	1000000	SUCCESS
11	1	1	4	1000000	SUCCESS
12	1	1	4	1000000	SUCCESS
13	2	1	4	1000000	SUCCESS
14	1	1	4	1000000	SUCCESS
15	1	1	4	1000000	SUCCESS
16	2	1	4	1000000	SUCCESS
17	1	1	4	1000000	SUCCESS
18	1	1	4	1000000	SUCCESS
19	1	1	4	1000000	SUCCESS
20	1	1	4	1000000	SUCCESS
21	2	1	4	1000000	SUCCESS
22	1	1	4	1000000	SUCCESS
23	1	1	4	1000000	SUCCESS
24	2	1	4	1000000	SUCCESS
25	1	1	4	1000000	SUCCESS
26	1	1	4	1000000	SUCCESS
27	2	1	4	1000000	SUCCESS
28	1	1	4	1000000	SUCCESS
29	1	1	4	1000000	SUCCESS
30	2	1	4	1000000	SUCCESS
31	1	1	4	1000000	SUCCESS
32	2	1	4	1000000	SUCCESS
33	1	1	4	1000000	SUCCESS
34	1	1	4	1000000	SUCCESS
35	2	1	4	1000000	SUCCESS
36	1	1	4	1000000	SUCCESS
37	1	1	4	1000000	SUCCESS
38	2	1	4	1000000	SUCCESS
39	1	1	4	1000000	SUCCESS
40	1	1	4	1000000	SUCCESS
41	1	1	4	1000000	SUCCESS
42	1	1	4	1000000	SUCCESS
43	1	1	4	1000000	SUCCESS
44	2	1	4	1000000	SUCCESS
45	1	1	4	1000000	SUCCESS
46	2	1	4	1000000	SUCCESS
47	1	1	4	1000000	SUCCESS
48	1	1	4	1000000	SUCCESS
49	2	1	4	1000000	SUCCESS
50	1	1	4	1000000	SUCCESS
1	1	1	8	1000000	SUCCESS
2	1	1	8	1000000	SUCCESS
3	2	1	8	1000000	SUCCESS
4	1	1	8	1000000	SUCCESS
5	1	1	8	1000000	SUCCESS
6	2	1	8	1000000	SUCCESS
7	1	1	8	1000000	SUCCESS
8	1	1	8	1000000	SUCCESS
9	1	1	8	1000000	SUCCESS
10	1	1	8	1000000	SUCCESS
11	2	1	8	1000000	SUCCESS
12	1	1	8	1000000	SUCCESS
13	1	1	8	1000000	SUCCESS
14	2	1	8	1000000	SUCCESS
15	1	1	8	1000000	SUCCESS
16	1	1	8	1000000	SUCCESS
17	2	1	8	1000000	SUCCESS
18	1	1	8	1000000	SUCCESS
19	2	1	8	1000000	SUCCESS
20	1	1	8	1000000	SUCCESS
21	1	1	8	1000000	SUCCESS
22	2	1	8	1000000	SUCCESS
23	1	1	8	1000000	SUCCESS
24	1	1	8	1000000	SUCCESS
25	2	1	8	1000000	SUCCESS
26	1	1	8	1000000	SUCCESS
27	2	1	8	1000000	SUCCESS
28	1	1	8	1000000	SUCCESS
29	1	1	8	1000000	SUCCESS
30	2	1	8	1000000	SUCCESS
31	1	1	8	1000000	SUCCESS
32	1	1	8	1000000	SUCCESS
33	1	1	8	1000000	SUCCESS
34	1	1	8	1000000	SUCCESS
35	2	1	8	1000000	SUCCESS
36	1	1	8	1000000	SUCCESS
37	1	1	8	1000000	SUCCESS
38	1	1	8	1000000	SUCCESS
39	1	1	8	1000000	SUCCESS
40	2	1	8	1000000	SUCCESS
41	1	1	8	1000000	SUCCESS
42	1	1	8	1000000	SUCCESS
43	2	1	8	1000000	SUCCESS
44	1	1	8	1000000	SUCCESS
45	1	1	8	1000000	SUCCESS
46	2	1	8	1000000	SUCCESS
47	1	1	8	1000000	SUCCESS
48	1	1	8	1000000	SUCCESS
49	1	1	8	1000000	SUCCESS
50	1	1	8	1000000	SUCCESS
1	1	1	16	1000000	SUCCESS
2	1	1	16	1000000	SUCCESS
3	2	1	16	1000000	SUCCESS
4	1	1	16	1000000	SUCCESS
5	1	1	16	1000000	SUCCESS
6	1	1	16	1000000	SUCCESS
7	1	1	16	1000000	SUCCESS
8	2	1	16	1000000	SUCCESS
9	1	1	16	1000000	SUCCESS
10	1	1	16	1000000	SUCCESS
11	2	1	16	1000000	SUCCESS
12	1	1	16	1000000	SUCCESS
13	2	1	16	1000000	SUCCESS
14	1	1	16	1000000	SUCCESS
15	1	1	16	1000000	SUCCESS
16	2	1	16	1000000	SUCCESS
17	1	1	16	1000000	SUCCESS
18	1	1	16	1000000	SUCCESS
19	1	1	16	1000000	SUCCESS
20	1	1	16	1000000	SUCCESS
21	2	1	16	1000000	SUCCESS
22	1	1	16	1000000	SUCCESS
23	1	1	16	1000000	SUCCESS
24	2	1	16	1000000	SUCCESS
25	1	1	16	1000000	SUCCESS
26	2	1	16	1000000	SUCCESS
27	1	1	16	1000000	SUCCESS
28	1	1	16	1000000	SUCCESS
29	2	1	16	1000000	SUCCESS
30	1	1	16	1000000	SUCCESS
31	1	1	16	1000000	SUCCESS
32	2	1	16	1000000	SUCCESS
33	1	1	16	1000000	SUCCESS
34	1	1	16	1000000	SUCCESS
35	1	1	16	1000000	SUCCESS
36	1	1	16	1000000	SUCCESS
37	2	1	16	1000000	SUCCESS
38	1	1	16	1000000	SUCCESS
39	2	1	16	1000000	SUCCESS
40	1	1	16	1000000	SUCCESS
41	1	1	16	1000000	SUCCESS
42	1	1	16	1000000	SUCCESS
43	1	1	16	1000000	SUCCESS
44	1	1	16	1000000	SUCCESS
45	1	1	16	1000000	SUCCESS
46	1	1	16	1000000	SUCCESS
47	2	1	16	1000000	SUCCESS
48	1	1	16	1000000	SUCCESS
49	1	1	16	1000000	SUCCESS
50	1	1	16	1000000	SUCCESS
1	2	1	32	1000000	SUCCESS
2	1	1	32	1000000	SUCCESS
3	1	1	32	1000000	SUCCESS
4	1	1	32	1000000	SUCCESS
5	1	1	32	1000000	SUCCESS
6	2	1	32	1000000	SUCCESS
7	1	1	32	1000000	SUCCESS
8	1	1	32	1000000	SUCCESS
9	2	1	32	1000000	SUCCESS
10	1	1	32	1000000	SUCCESS
11	1	1	32	1000000	SUCCESS
12	2	1	32	1000000	SUCCESS
