

================================================================================
********************************************************************************
The local date and time is: Fri Apr 12 10:28:52 2019
********************************************************************************
================================================================================
Below is spreadsheet-like data. Copy and paste on excel or google spreadsheet.

Minimum Conflict Algorithm Detail
Trials	Time	Iteration	Max steps	TOTAL STEPS	Suucess/Fail
17	1	1	524288	1000000	SUCCESS
18	2	1	524288	1000000	SUCCESS
19	1	1	524288	1000000	SUCCESS
20	1	1	524288	1000000	SUCCESS
21	2	1	524288	1000000	SUCCESS
22	1	1	524288	1000000	SUCCESS
23	2	1	524288	1000000	SUCCESS
24	1	1	524288	1000000	SUCCESS
25	1	1	524288	1000000	SUCCESS
26	2	1	524288	1000000	SUCCESS
27	1	1	524288	1000000	SUCCESS
28	1	1	524288	1000000	SUCCESS
29	2	1	524288	1000000	SUCCESS
30	1	1	524288	1000000	SUCCESS
31	1	1	524288	1000000	SUCCESS
32	1	1	524288	1000000	SUCCESS
33	1	1	524288	1000000	SUCCESS
34	2	1	524288	1000000	SUCCESS
35	1	1	524288	1000000	SUCCESS
36	1	1	524288	1000000	SUCCESS
37	1	1	524288	1000000	SUCCESS
38	1	1	524288	1000000	SUCCESS
39	2	1	524288	1000000	SUCCESS
40	1	1	524288	1000000	SUCCESS
41	1	1	524288	1000000	SUCCESS
42	1	1	524288	1000000	SUCCESS
43	1	1	524288	1000000	SUCCESS
44	2	1	524288	1000000	SUCCESS
45	1	1	524288	1000000	SUCCESS
46	1	1	524288	1000000	SUCCESS
47	2	1	524288	1000000	SUCCESS
48	1	1	524288	1000000	SUCCESS
49	1	1	524288	1000000	SUCCESS
50	2	1	524288	1000000	SUCCESS
1	1	1	1048576	1000000	SUCCESS
2	2	1	1048576	1000000	SUCCESS
3	1	1	1048576	1000000	SUCCESS
4	1	1	1048576	1000000	SUCCESS
5	1	1	1048576	1000000	SUCCESS
6	1	1	1048576	1000000	SUCCESS
7	2	1	1048576	1000000	SUCCESS
8	1	1	1048576	1000000	SUCCESS
9	1	1	1048576	1000000	SUCCESS
10	2	1	1048576	1000000	SUCCESS
11	1	1	1048576	1000000	SUCCESS
12	1	1	1048576	1000000	SUCCESS
13	2	1	1048576	1000000	SUCCESS
14	1	1	1048576	1000000	SUCCESS
15	1	1	1048576	1000000	SUCCESS
16	2	1	1048576	1000000	SUCCESS
17	1	1	1048576	1000000	SUCCESS
18	1	1	1048576	1000000	SUCCESS
19	2	1	1048576	1000000	SUCCESS
20	1	1	1048576	1000000	SUCCESS
21	2	1	1048576	1000000	SUCCESS
22	1	1	1048576	1000000	SUCCESS
23	1	1	1048576	1000000	SUCCESS
24	2	1	1048576	1000000	SUCCESS
25	1	1	1048576	1000000	SUCCESS
26	1	1	1048576	1000000	SUCCESS
27	2	1	1048576	1000000	SUCCESS
28	1	1	1048576	1000000	SUCCESS
29	1	1	1048576	1000000	SUCCESS
30	2	1	1048576	1000000	SUCCESS
31	1	1	1048576	1000000	SUCCESS
32	1	1	1048576	1000000	SUCCESS
33	2	1	1048576	1000000	SUCCESS
34	1	1	1048576	1000000	SUCCESS
35	1	1	1048576	1000000	SUCCESS
36	1	1	1048576	1000000	SUCCESS
37	1	1	1048576	1000000	SUCCESS
38	2	1	1048576	1000000	SUCCESS
39	1	1	1048576	1000000	SUCCESS
40	1	1	1048576	1000000	SUCCESS
41	2	1	1048576	1000000	SUCCESS
42	1	1	1048576	1000000	SUCCESS
43	1	1	1048576	1000000	SUCCESS
44	1	1	1048576	1000000	SUCCESS
45	1	1	1048576	1000000	SUCCESS
46	2	1	1048576	1000000	SUCCESS
47	1	1	1048576	1000000	SUCCESS
48	1	1	1048576	1000000	SUCCESS
49	2	1	1048576	1000000	SUCCESS
50	1	1	1048576	1000000	SUCCESS
1	100115384	null	1000	1000000	FAIL
2	94681130	null	1000	1000000	FAIL
3	16100478	5266386	1000	1000000	SUCCESS
4	4999990	1544968	1000	1000000	SUCCESS
5	38999989	11735015	1000	1000000	SUCCESS
6	2003170	622628	1000	1000000	SUCCESS
7	11	5	1000	1000000	SUCCESS
8	10	5	1000	1000000	SUCCESS
9	10	5	1000	1000000	SUCCESS
10	10	5	1000	1000000	SUCCESS
11	10	5	1000	1000000	SUCCESS
12	10	5	1000	1000000	SUCCESS
13	10	5	1000	1000000	SUCCESS
14	10	5	1000	1000000	SUCCESS
15	10	5	1000	1000000	SUCCESS
16	10	5	1000	1000000	SUCCESS
17	11	5	1000	1000000	SUCCESS
18	10	5	1000	1000000	SUCCESS
19	10	5	1000	1000000	SUCCESS
20	10	5	1000	1000000	SUCCESS
21	10	5	1000	1000000	SUCCESS
22	11	5	1000	1000000	SUCCESS
23	10	5	1000	1000000	SUCCESS
24	10	5	1000	1000000	SUCCESS
25	10	5	1000	1000000	SUCCESS
26	10	5	1000	1000000	SUCCESS
27	10	5	1000	1000000	SUCCESS
28	10	5	1000	1000000	SUCCESS
29	10	5	1000	1000000	SUCCESS
30	10	5	1000	1000000	SUCCESS
31	11	5	1000	1000000	SUCCESS
32	10	5	1000	1000000	SUCCESS
33	10	5	1000	1000000	SUCCESS
34	10	5	1000	1000000	SUCCESS
35	10	5	1000	1000000	SUCCESS
36	11	5	1000	1000000	SUCCESS
37	10	5	1000	1000000	SUCCESS
38	10	5	1000	1000000	SUCCESS
39	10	5	1000	1000000	SUCCESS
40	10	5	1000	1000000	SUCCESS
41	10	5	1000	1000000	SUCCESS
42	11	5	1000	1000000	SUCCESS
43	11	5	1000	1000000	SUCCESS
44	10	5	1000	1000000	SUCCESS
45	10	5	1000	1000000	SUCCESS
46	10	5	1000	1000000	SUCCESS
47	11	5	1000	1000000	SUCCESS
48	11	5	1000	1000000	SUCCESS
49	10	5	1000	1000000	SUCCESS
50	10	5	1000	1000000	SUCCESS
1	116167608	null	1	1000000	FAIL
2	120987651	null	1	1000000	FAIL
3	119538790	null	1	1000000	FAIL
4	120236990	null	1	1000000	FAIL
5	119604304	null	1	1000000	FAIL
6	117659364	null	1	1000000	FAIL
7	118110999	null	1	1000000	FAIL
8	116036214	null	1	1000000	FAIL
9	118668654	null	1	1000000	FAIL
10	115580784	null	1	1000000	FAIL
11	121719476	null	1	1000000	FAIL
12	117937512	null	1	1000000	FAIL
13	118269375	null	1	1000000	FAIL
14	114550812	null	1	1000000	FAIL
15	119277765	null	1	1000000	FAIL
16	120254978	null	1	1000000	FAIL
17	120502623	null	1	1000000	FAIL
18	119471818	null	1	1000000	FAIL
19	116418619	null	1	1000000	FAIL
20	119887284	null	1	1000000	FAIL
21	117942892	null	1	1000000	FAIL
22	122799239	null	1	1000000	FAIL
23	122373132	null	1	1000000	FAIL
24	115195443	null	1	1000000	FAIL
25	124132242	null	1	1000000	FAIL
26	121017307	null	1	1000000	FAIL
27	118943706	null	1	1000000	FAIL
28	122672128	null	1	1000000	FAIL
29	118980344	null	1	1000000	FAIL
30	119027804	null	1	1000000	FAIL
31	114160591	null	1	1000000	FAIL
32	119030867	null	1	1000000	FAIL
33	121109421	null	1	1000000	FAIL
34	124507186	null	1	1000000	FAIL
35	120096087	null	1	1000000	FAIL
36	118199910	null	1	1000000	FAIL
37	119638503	null	1	1000000	FAIL
38	116489934	null	1	1000000	FAIL
39	119455874	null	1	1000000	FAIL
40	120553317	null	1	1000000	FAIL
41	116148108	null	1	1000000	FAIL
42	116798386	null	1	1000000	FAIL
43	125185842	null	1	1000000	FAIL
44	118762422	null	1	1000000	FAIL
45	123345311	null	1	1000000	FAIL
46	123996440	null	1	1000000	FAIL
47	114328008	null	1	1000000	FAIL
48	119419146	null	1	1000000	FAIL
49	119255488	null	1	1000000	FAIL
50	126043714	null	1	1000000	FAIL
1	59505442	16060475	2	1000000	SUCCESS
2	2	1	2	1000000	SUCCESS
3	1	1	2	1000000	SUCCESS
4	1	1	2	1000000	SUCCESS
5	1	1	2	1000000	SUCCESS
6	1	1	2	1000000	SUCCESS
7	2	1	2	1000000	SUCCESS
8	2	1	2	1000000	SUCCESS
9	2	1	2	1000000	SUCCESS
10	1	1	2	1000000	SUCCESS
11	1	1	2	1000000	SUCCESS
12	1	1	2	1000000	SUCCESS
13	1	1	2	1000000	SUCCESS
14	1	1	2	1000000	SUCCESS
15	1	1	2	1000000	SUCCESS
16	1	1	2	1000000	SUCCESS
17	1	1	2	1000000	SUCCESS
18	1	1	2	1000000	SUCCESS
19	2	1	2	1000000	SUCCESS
20	2	1	2	1000000	SUCCESS
21	2	1	2	1000000	SUCCESS
22	2	1	2	1000000	SUCCESS
23	1	1	2	1000000	SUCCESS
24	1	1	2	1000000	SUCCESS
25	1	1	2	1000000	SUCCESS
26	1	1	2	1000000	SUCCESS
27	1	1	2	1000000	SUCCESS
28	1	1	2	1000000	SUCCESS
29	2	1	2	1000000	SUCCESS
30	2	1	2	1000000	SUCCESS
31	2	1	2	1000000	SUCCESS
32	1	1	2	1000000	SUCCESS
33	1	1	2	1000000	SUCCESS
34	1	1	2	1000000	SUCCESS
35	1	1	2	1000000	SUCCESS
36	1	1	2	1000000	SUCCESS
37	1	1	2	1000000	SUCCESS
38	1	1	2	1000000	SUCCESS
39	2	1	2	1000000	SUCCESS
40	2	1	2	1000000	SUCCESS
41	1	1	2	1000000	SUCCESS
42	1	1	2	1000000	SUCCESS
43	1	1	2	1000000	SUCCESS
44	1	1	2	1000000	SUCCESS
45	1	1	2	1000000	SUCCESS
46	2	1	2	1000000	SUCCESS
47	2	1	2	1000000	SUCCESS
48	1	1	2	1000000	SUCCESS
49	1	1	2	1000000	SUCCESS
50	1	1	2	1000000	SUCCESS
1	1	1	4	1000000	SUCCESS
2	1	1	4	1000000	SUCCESS
3	1	1	4	1000000	SUCCESS
4	1	1	4	1000000	SUCCESS
5	2	1	4	1000000	SUCCESS
6	2	1	4	1000000	SUCCESS
7	1	1	4	1000000	SUCCESS
8	1	1	4	1000000	SUCCESS
9	1	1	4	1000000	SUCCESS
10	1	1	4	1000000	SUCCESS
11	1	1	4	1000000	SUCCESS
12	1	1	4	1000000	SUCCESS
13	2	1	4	1000000	SUCCESS
14	2	1	4	1000000	SUCCESS
15	1	1	4	1000000	SUCCESS
16	2	1	4	1000000	SUCCESS
17	1	1	4	1000000	SUCCESS
18	1	1	4	1000000	SUCCESS
19	1	1	4	1000000	SUCCESS
20	1	1	4	1000000	SUCCESS
21	1	1	4	1000000	SUCCESS
22	2	1	4	1000000	SUCCESS
23	2	1	4	1000000	SUCCESS
24	1	1	4	1000000	SUCCESS
25	1	1	4	1000000	SUCCESS
26	1	1	4	1000000	SUCCESS
27	1	1	4	1000000	SUCCESS
28	1	1	4	1000000	SUCCESS
29	2	1	4	1000000	SUCCESS
30	2	1	4	1000000	SUCCESS
31	1	1	4	1000000	SUCCESS
32	1	1	4	1000000	SUCCESS
33	1	1	4	1000000	SUCCESS
34	1	1	4	1000000	SUCCESS
35	1	1	4	1000000	SUCCESS
36	1	1	4	1000000	SUCCESS
37	1	1	4	1000000	SUCCESS
38	1	1	4	1000000	SUCCESS
39	1	1	4	1000000	SUCCESS
40	2	1	4	1000000	SUCCESS
41	2	1	4	1000000	SUCCESS
42	1	1	4	1000000	SUCCESS
43	1	1	4	1000000	SUCCESS
44	1	1	4	1000000	SUCCESS
45	1	1	4	1000000	SUCCESS
46	2	1	4	1000000	SUCCESS
47	2	1	4	1000000	SUCCESS
48	1	1	4	1000000	SUCCESS
49	1	1	4	1000000	SUCCESS
50	1	1	4	1000000	SUCCESS
1	1	1	8	1000000	SUCCESS
2	1	1	8	1000000	SUCCESS
3	1	1	8	1000000	SUCCESS
4	1	1	8	1000000	SUCCESS
5	1	1	8	1000000	SUCCESS
6	1	1	8	1000000	SUCCESS
7	2	1	8	1000000	SUCCESS
8	2	1	8	1000000	SUCCESS
9	1	1	8	1000000	SUCCESS
10	1	1	8	1000000	SUCCESS
11	1	1	8	1000000	SUCCESS
12	1	1	8	1000000	SUCCESS
13	1	1	8	1000000	SUCCESS
14	1	1	8	1000000	SUCCESS
15	1	1	8	1000000	SUCCESS
16	2	1	8	1000000	SUCCESS
17	2	1	8	1000000	SUCCESS
18	2	1	8	1000000	SUCCESS
19	2	1	8	1000000	SUCCESS
20	1	1	8	1000000	SUCCESS
21	1	1	8	1000000	SUCCESS
22	1	1	8	1000000	SUCCESS
23	1	1	8	1000000	SUCCESS
24	2	1	8	1000000	SUCCESS
25	2	1	8	1000000	SUCCESS
26	1	1	8	1000000	SUCCESS
27	1	1	8	1000000	SUCCESS
28	1	1	8	1000000	SUCCESS
29	1	1	8	1000000	SUCCESS
30	1	1	8	1000000	SUCCESS
31	2	1	8	1000000	SUCCESS
32	1	1	8	1000000	SUCCESS
33	2	1	8	1000000	SUCCESS
34	2	1	8	1000000	SUCCESS
35	2	1	8	1000000	SUCCESS
36	2	1	8	1000000	SUCCESS
37	1	1	8	1000000	SUCCESS
38	1	1	8	1000000	SUCCESS
39	1	1	8	1000000	SUCCESS
40	1	1	8	1000000	SUCCESS
41	1	1	8	1000000	SUCCESS
42	2	1	8	1000000	SUCCESS
43	2	1	8	1000000	SUCCESS
44	2	1	8	1000000	SUCCESS
45	1	1	8	1000000	SUCCESS
46	1	1	8	1000000	SUCCESS
47	1	1	8	1000000	SUCCESS
48	1	1	8	1000000	SUCCESS
49	1	1	8	1000000	SUCCESS
50	1	1	8	1000000	SUCCESS
1	1	1	16	1000000	SUCCESS
2	1	1	16	1000000	SUCCESS
3	1	1	16	1000000	SUCCESS
4	1	1	16	1000000	SUCCESS
5	1	1	16	1000000	SUCCESS
6	2	1	16	1000000	SUCCESS
7	2	1	16	1000000	SUCCESS
8	2	1	16	1000000	SUCCESS
9	2	1	16	1000000	SUCCESS
10	2	1	16	1000000	SUCCESS
11	1	1	16	1000000	SUCCESS
12	1	1	16	1000000	SUCCESS
13	1	1	16	1000000	SUCCESS
14	1	1	16	1000000	SUCCESS
15	1	1	16	1000000	SUCCESS
16	2	1	16	1000000	SUCCESS
17	2	1	16	1000000	SUCCESS
18	2	1	16	1000000	SUCCESS
19	1	1	16	1000000	SUCCESS
20	1	1	16	1000000	SUCCESS
21	1	1	16	1000000	SUCCESS
22	1	1	16	1000000	SUCCESS
23	1	1	16	1000000	SUCCESS
24	1	1	16	1000000	SUCCESS
25	2	1	16	1000000	SUCCESS
26	2	1	16	1000000	SUCCESS
27	2	1	16	1000000	SUCCESS
28	1	1	16	1000000	SUCCESS
29	1	1	16	1000000	SUCCESS
30	1	1	16	1000000	SUCCESS
31	1	1	16	1000000	SUCCESS
32	1	1	16	1000000	SUCCESS
33	1	1	16	1000000	SUCCESS
34	2	1	16	1000000	SUCCESS
35	2	1	16	1000000	SUCCESS
36	1	1	16	1000000	SUCCESS
37	1	1	16	1000000	SUCCESS
38	1	1	16	1000000	SUCCESS
39	1	1	16	1000000	SUCCESS
40	1	1	16	1000000	SUCCESS
41	1	1	16	1000000	SUCCESS
42	2	1	16	1000000	SUCCESS
43	2	1	16	1000000	SUCCESS
44	1	1	16	1000000	SUCCESS
45	1	1	16	1000000	SUCCESS
46	1	1	16	1000000	SUCCESS
47	1	1	16	1000000	SUCCESS
48	2	1	16	1000000	SUCCESS
49	1	1	16	1000000	SUCCESS
50	2	1	16	1000000	SUCCESS
1	1	1	32	1000000	SUCCESS
2	1	1	32	1000000	SUCCESS
3	2	1	32	1000000	SUCCESS
4	2	1	32	1000000	SUCCESS
5	2	1	32	1000000	SUCCESS
6	2	1	32	1000000	SUCCESS
7	2	1	32	1000000	SUCCESS
8	2	1	32	1000000	SUCCESS
9	2	1	32	1000000	SUCCESS
10	2	1	32	1000000	SUCCESS
11	2	1	32	1000000	SUCCESS
12	2	1	32	1000000	SUCCESS
13	1	1	32	1000000	SUCCESS
14	1	1	32	1000000	SUCCESS
15	1	1	32	1000000	SUCCESS
16	1	1	32	1000000	SUCCESS
17	1	1	32	1000000	SUCCESS
18	1	1	32	1000000	SUCCESS
19	2	1	32	1000000	SUCCESS
20	2	1	32	1000000	SUCCESS
21	2	1	32	1000000	SUCCESS
22	1	1	32	1000000	SUCCESS
23	1	1	32	1000000	SUCCESS
24	1	1	32	1000000	SUCCESS
25	1	1	32	1000000	SUCCESS
26	1	1	32	1000000	SUCCESS
27	1	1	32	1000000	SUCCESS
28	2	1	32	1000000	SUCCESS
29	2	1	32	1000000	SUCCESS
30	2	1	32	1000000	SUCCESS
31	1	1	32	1000000	SUCCESS
32	1	1	32	1000000	SUCCESS
33	1	1	32	1000000	SUCCESS
34	1	1	32	1000000	SUCCESS
35	1	1	32	1000000	SUCCESS
36	1	1	32	1000000	SUCCESS
37	2	1	32	1000000	SUCCESS
38	2	1	32	1000000	SUCCESS
39	2	1	32	1000000	SUCCESS
40	1	1	32	1000000	SUCCESS
41	1	1	32	1000000	SUCCESS
42	1	1	32	1000000	SUCCESS
43	1	1	32	1000000	SUCCESS
44	1	1	32	1000000	SUCCESS
45	1	1	32	1000000	SUCCESS
46	1	1	32	1000000	SUCCESS
47	2	1	32	1000000	SUCCESS
48	2	1	32	1000000	SUCCESS
49	2	1	32	1000000	SUCCESS
50	1	1	32	1000000	SUCCESS
1	2	1	64	1000000	SUCCESS
2	1	1	64	1000000	SUCCESS
3	1	1	64	1000000	SUCCESS
4	1	1	64	1000000	SUCCESS
5	1	1	64	1000000	SUCCESS
6	1	1	64	1000000	SUCCESS
7	2	1	64	1000000	SUCCESS
8	2	1	64	1000000	SUCCESS
9	2	1	64	1000000	SUCCESS
10	2	1	64	1000000	SUCCESS
11	1	1	64	1000000	SUCCESS
12	1	1	64	1000000	SUCCESS
13	1	1	64	1000000	SUCCESS
14	1	1	64	1000000	SUCCESS
15	1	1	64	1000000	SUCCESS
16	1	1	64	1000000	SUCCESS
17	1	1	64	1000000	SUCCESS
18	2	1	64	1000000	SUCCESS
19	2	1	64	1000000	SUCCESS
20	1	1	64	1000000	SUCCESS
21	1	1	64	1000000	SUCCESS
22	1	1	64	1000000	SUCCESS
23	1	1	64	1000000	SUCCESS
24	1	1	64	1000000	SUCCESS
25	1	1	64	1000000	SUCCESS
26	2	1	64	1000000	SUCCESS
27	2	1	64	1000000	SUCCESS
28	2	1	64	1000000	SUCCESS
29	1	1	64	1000000	SUCCESS
30	1	1	64	1000000	SUCCESS
31	1	1	64	1000000	SUCCESS
32	1	1	64	1000000	SUCCESS
33	1	1	64	1000000	SUCCESS
34	2	1	64	1000000	SUCCESS
35	2	1	64	1000000	SUCCESS
36	2	1	64	1000000	SUCCESS
37	2	1	64	1000000	SUCCESS
38	1	1	64	1000000	SUCCESS
39	1	1	64	1000000	SUCCESS
40	1	1	64	1000000	SUCCESS
41	1	1	64	1000000	SUCCESS
42	1	1	64	1000000	SUCCESS
43	2	1	64	1000000	SUCCESS
44	2	1	64	1000000	SUCCESS
45	2	1	64	1000000	SUCCESS
46	1	1	64	1000000	SUCCESS
47	1	1	64	1000000	SUCCESS
48	1	1	64	1000000	SUCCESS
49	1	1	64	1000000	SUCCESS
50	1	1	64	1000000	SUCCESS
1	2	1	128	1000000	SUCCESS
2	2	1	128	1000000	SUCCESS
3	2	1	128	1000000	SUCCESS
4	1	1	128	1000000	SUCCESS
5	1	1	128	1000000	SUCCESS
6	1	1	128	1000000	SUCCESS
7	1	1	128	1000000	SUCCESS
8	1	1	128	1000000	SUCCESS
9	1	1	128	1000000	SUCCESS
10	1	1	128	1000000	SUCCESS
11	2	1	128	1000000	SUCCESS
12	2	1	128	1000000	SUCCESS
13	1	1	128	1000000	SUCCESS
14	1	1	128	1000000	SUCCESS
15	1	1	128	1000000	SUCCESS
16	1	1	128	1000000	SUCCESS
17	1	1	128	1000000	SUCCESS
18	2	1	128	1000000	SUCCESS
19	2	1	128	1000000	SUCCESS
20	2	1	128	1000000	SUCCESS
21	1	1	128	1000000	SUCCESS
22	1	1	128	1000000	SUCCESS
23	1	1	128	1000000	SUCCESS
24	1	1	128	1000000	SUCCESS
25	1	1	128	1000000	SUCCESS
26	1	1	128	1000000	SUCCESS
27	2	1	128	1000000	SUCCESS
28	2	1	128	1000000	SUCCESS
29	1	1	128	1000000	SUCCESS
30	1	1	128	1000000	SUCCESS
31	1	1	128	1000000	SUCCESS
32	1	1	128	1000000	SUCCESS
33	1	1	128	1000000	SUCCESS
34	1	1	128	1000000	SUCCESS
35	2	1	128	1000000	SUCCESS
36	2	1	128	1000000	SUCCESS
37	1	1	128	1000000	SUCCESS
38	1	1	128	1000000	SUCCESS
39	1	1	128	1000000	SUCCESS
40	1	1	128	1000000	SUCCESS
41	1	1	128	1000000	SUCCESS
42	2	1	128	1000000	SUCCESS
43	2	1	128	1000000	SUCCESS
44	2	1	128	1000000	SUCCESS
45	1	1	128	1000000	SUCCESS
46	1	1	128	1000000	SUCCESS
47	1	1	128	1000000	SUCCESS
48	1	1	128	1000000	SUCCESS
49	1	1	128	1000000	SUCCESS
50	1	1	128	1000000	SUCCESS
1	1	1	256	1000000	SUCCESS
2	1	1	256	1000000	SUCCESS
3	1	1	256	1000000	SUCCESS
4	1	1	256	1000000	SUCCESS
5	1	1	256	1000000	SUCCESS
6	1	1	256	1000000	SUCCESS
7	1	1	256	1000000	SUCCESS
8	2	1	256	1000000	SUCCESS
9	2	1	256	1000000	SUCCESS
10	2	1	256	1000000	SUCCESS
11	2	1	256	1000000	SUCCESS
12	1	1	256	1000000	SUCCESS
13	1	1	256	1000000	SUCCESS
14	1	1	256	1000000	SUCCESS
15	1	1	256	1000000	SUCCESS
16	1	1	256	1000000	SUCCESS
17	1	1	256	1000000	SUCCESS
18	1	1	256	1000000	SUCCESS
19	2	1	256	1000000	SUCCESS
20	2	1	256	1000000	SUCCESS
21	1	1	256	1000000	SUCCESS
22	1	1	256	1000000	SUCCESS
23	1	1	256	1000000	SUCCESS
24	1	1	256	1000000	SUCCESS
25	1	1	256	1000000	SUCCESS
26	2	1	256	1000000	SUCCESS
27	2	1	256	1000000	SUCCESS
28	1	1	256	1000000	SUCCESS
29	1	1	256	1000000	SUCCESS
30	1	1	256	1000000	SUCCESS
31	1	1	256	1000000	SUCCESS
32	1	1	256	1000000	SUCCESS
33	1	1	256	1000000	SUCCESS
34	2	1	256	1000000	SUCCESS
35	2	1	256	1000000	SUCCESS
36	1	1	256	1000000	SUCCESS
37	1	1	256	1000000	SUCCESS
38	1	1	256	1000000	SUCCESS
39	1	1	256	1000000	SUCCESS
40	1	1	256	1000000	SUCCESS
41	2	1	256	1000000	SUCCESS
42	2	1	256	1000000	SUCCESS
43	1	1	256	1000000	SUCCESS
44	1	1	256	1000000	SUCCESS
45	1	1	256	1000000	SUCCESS
46	1	1	256	1000000	SUCCESS
47	1	1	256	1000000	SUCCESS
48	2	1	256	1000000	SUCCESS
49	2	1	256	1000000	SUCCESS
50	1	1	256	1000000	SUCCESS
1	1	1	512	1000000	SUCCESS
2	1	1	512	1000000	SUCCESS
3	1	1	512	1000000	SUCCESS
4	2	1	512	1000000	SUCCESS
5	2	1	512	1000000	SUCCESS
6	2	1	512	1000000	SUCCESS
7	2	1	512	1000000	SUCCESS
8	1	1	512	1000000	SUCCESS
9	1	1	512	1000000	SUCCESS
10	1	1	512	1000000	SUCCESS
11	1	1	512	1000000	SUCCESS
12	1	1	512	1000000	SUCCESS
13	1	1	512	1000000	SUCCESS
14	2	1	512	1000000	SUCCESS
15	2	1	512	1000000	SUCCESS
16	1	1	512	1000000	SUCCESS
17	1	1	512	1000000	SUCCESS
18	1	1	512	1000000	SUCCESS
19	1	1	512	1000000	SUCCESS
20	2	1	512	1000000	SUCCESS
21	2	1	512	1000000	SUCCESS
22	2	1	512	1000000	SUCCESS
23	1	1	512	1000000	SUCCESS
24	1	1	512	1000000	SUCCESS
25	1	1	512	1000000	SUCCESS
26	1	1	512	1000000	SUCCESS
27	1	1	512	1000000	SUCCESS
28	2	1	512	1000000	SUCCESS
29	2	1	512	1000000	SUCCESS
30	1	1	512	1000000	SUCCESS
31	1	1	512	1000000	SUCCESS
32	1	1	512	1000000	SUCCESS
33	1	1	512	1000000	SUCCESS
34	1	1	512	1000000	SUCCESS
35	2	1	512	1000000	SUCCESS
36	2	1	512	1000000	SUCCESS
37	1	1	512	1000000	SUCCESS
38	1	1	512	1000000	SUCCESS
39	1	1	512	1000000	SUCCESS
40	1	1	512	1000000	SUCCESS
41	1	1	512	1000000	SUCCESS
42	2	1	512	1000000	SUCCESS
43	2	1	512	1000000	SUCCESS
44	2	1	512	1000000	SUCCESS
45	2	1	512	1000000	SUCCESS
46	1	1	512	1000000	SUCCESS
47	1	1	512	1000000	SUCCESS
48	1	1	512	1000000	SUCCESS
49	1	1	512	1000000	SUCCESS
50	1	1	512	1000000	SUCCESS
1	2	1	1024	1000000	SUCCESS
2	2	1	1024	1000000	SUCCESS
3	1	1	1024	1000000	SUCCESS
4	1	1	1024	1000000	SUCCESS
5	1	1	1024	1000000	SUCCESS
6	1	1	1024	1000000	SUCCESS
7	1	1	1024	1000000	SUCCESS
8	1	1	1024	1000000	SUCCESS
9	1	1	1024	1000000	SUCCESS
10	2	1	1024	1000000	SUCCESS
11	2	1	1024	1000000	SUCCESS
12	2	1	1024	1000000	SUCCESS
13	2	1	1024	1000000	SUCCESS
14	2	1	1024	1000000	SUCCESS
15	2	1	1024	1000000	SUCCESS
16	1	1	1024	1000000	SUCCESS
17	1	1	1024	1000000	SUCCESS
18	1	1	1024	1000000	SUCCESS
19	1	1	1024	1000000	SUCCESS
20	1	1	1024	1000000	SUCCESS
21	2	1	1024	1000000	SUCCESS
22	2	1	1024	1000000	SUCCESS
23	2	1	1024	1000000	SUCCESS
24	1	1	1024	1000000	SUCCESS
25	1	1	1024	1000000	SUCCESS
26	1	1	1024	1000000	SUCCESS
27	1	1	1024	1000000	SUCCESS
28	2	1	1024	1000000	SUCCESS
29	2	1	1024	1000000	SUCCESS
30	2	1	1024	1000000	SUCCESS
31	1	1	1024	1000000	SUCCESS
32	1	1	1024	1000000	SUCCESS
33	1	1	1024	1000000	SUCCESS
34	1	1	1024	1000000	SUCCESS
35	1	1	1024	1000000	SUCCESS
36	1	1	1024	1000000	SUCCESS
37	2	1	1024	1000000	SUCCESS
38	2	1	1024	1000000	SUCCESS
39	1	1	1024	1000000	SUCCESS
40	1	1	1024	1000000	SUCCESS
41	1	1	1024	1000000	SUCCESS
42	1	1	1024	1000000	SUCCESS
43	1	1	1024	1000000	SUCCESS
44	1	1	1024	1000000	SUCCESS
45	2	1	1024	1000000	SUCCESS
46	2	1	1024	1000000	SUCCESS
47	1	1	1024	1000000	SUCCESS
48	1	1	1024	1000000	SUCCESS
49	1	1	1024	1000000	SUCCESS
50	1	1	1024	1000000	SUCCESS
1	2	1	2048	1000000	SUCCESS
2	2	1	2048	1000000	SUCCESS
3	1	1	2048	1000000	SUCCESS
4	1	1	2048	1000000	SUCCESS
5	1	1	2048	1000000	SUCCESS
6	1	1	2048	1000000	SUCCESS
7	1	1	2048	1000000	SUCCESS
8	1	1	2048	1000000	SUCCESS
9	1	1	2048	1000000	SUCCESS
10	1	1	2048	1000000	SUCCESS
11	1	1	2048	1000000	SUCCESS
12	2	1	2048	1000000	SUCCESS
13	2	1	2048	1000000	SUCCESS
14	2	1	2048	1000000	SUCCESS
15	1	1	2048	1000000	SUCCESS
16	1	1	2048	1000000	SUCCESS
17	1	1	2048	1000000	SUCCESS
18	1	1	2048	1000000	SUCCESS
19	1	1	2048	1000000	SUCCESS
20	1	1	2048	1000000	SUCCESS
21	2	1	2048	1000000	SUCCESS
22	2	1	2048	1000000	SUCCESS
23	1	1	2048	1000000	SUCCESS
24	1	1	2048	1000000	SUCCESS
25	1	1	2048	1000000	SUCCESS
26	1	1	2048	1000000	SUCCESS
27	1	1	2048	1000000	SUCCESS
28	1	1	2048	1000000	SUCCESS
29	2	1	2048	1000000	SUCCESS
30	2	1	2048	1000000	SUCCESS
